isbn13,title,subtitle,authors,categories,description,published_year,average_rating,ratings_count
9780312321192,Something Borrowed,,Emily Giffin,Fiction,"After a night of indiscriminate partying, Rachel sleeps with a close friend's fianc and is consumed with guilt, until the intensity of her feelings forces her to make a difficult choice.",2005.0,3.84,24424.0
9780842356220,Redemption,,Gary Smalley;Karen Kingsbury,Fiction,"When Laura Baxter Jacobs finds out that her husband is involved in an adulterous relationship and wants a divorce, she decides she will love him and remain faithful to her marriage at all costs.",2002.0,4.37,24407.0
9780375705045,"Breath, Eyes, Memory",,Edwidge Danticat,Fiction,Oprah's Book Club.,1998.0,3.87,24348.0
9781400077809,Einstein's Dreams,,Alan P. Lightman,Fiction,Young Albert Einstein's dreams are imagined in a book that joins science and art to ponder such questions as the viscosity and flexibility of time. Reissue.,1993.0,4.07,24345.0
9780142437308,The Power and the Glory,,Graham Greene,Fiction,"A tormented, alcoholic priest is pursued by an idealistic lieutenant during an anti-clerical persecution in Mexico.",2003.0,3.99,24309.0
9780553379334,Fierce Invalids Home from Hot Climates,,Tom Robbins,Fiction,,2000.0,4.03,24266.0
9780670034802,Swapping Lives,,Jane Green,Fiction,,2005.0,3.58,24212.0
9780425147511,The Key to Midnight,,Dean R. Koontz,Fiction,"Millionaire investigator Alex Hunter meets exciting, desirable Joanna Rand while on a mission in Japan but finds that she is a Senator's daughter who disappeared 10 years ago and now has a new identity.",1995.0,3.95,24159.0
9780312278496,The Glass Bead Game,(Magister Ludi) A Novel,Hermann Hesse,Fiction,,2002.0,4.11,24035.0
9781841150505,The Patron Saint of Liars,,Ann Patchett,Catholic women,Roman.,2003.0,3.79,24030.0
9780394758275,"Farewell, My Lovely",,Raymond Chandler,Fiction,,1992.0,4.15,24015.0
9780440241355,The Rule of Four,,Ian Caldwell;Dustin Thomason,Fiction,,2005.0,3.22,24001.0
9780316000956,Trials of Death,,Darren Shan,Juvenile Fiction,"Darren begins the Trials of Initiation to prove himself worthy of being a half-vampire, even as the clan's blood foes, the vampaneze, gather near Vampire Mountain.",2005.0,4.25,23943.0
9780785113799,Runaways,Teenage wasteland,Brian K. Vaughan,Good and evil,"Still on the run from their super-villain parents, this motley crew of super-powered kids finds a kindred spirit in a daring young stranger and welcomes him into their fold.",2009.0,3.97,23932.0
9780571215164,Vernon God Little,A 21st Century Comedy in the Presence of Death,D. B. C. Pierre,Black humor (Literature),,2004.0,3.59,23912.0
9780679725169,"No Exit, and Three Other Plays",,Jean-Paul Sartre,Drama,"English translations of four plays which dramatize the theme of man's responsibility for his own actions, by the leader of French existentialism",1989.0,4.1,23906.0
9780486424583,Women in Love,,D. H. Lawrence,Fiction,"Lawrence explores the complex relationship between two couples in a novel set in a small, Midland colliery town.",2003.0,3.66,23892.0
9780515128550,Heart of the Sea,,Nora Roberts,Fiction,Nora Roberts brings her acclaimed Irish trilogy to a close with this tale of a woman whose dreams of riches lead her to the heart's greatest treasure.,2000.0,4.15,23839.0
9780553212419,Sherlock Holmes the Complete Novels and Stories Book Discussion Kit,Kits for Teens,,Detective and mystery stories,,2012.0,4.47,23814.0
9780553578683,The Third Victim,,Lisa Gardner,Fiction,,2001.0,4.16,23807.0
9780060005696,The Paradox of Choice,Why More Is Less,Barry Schwartz,Business & Economics,,2005.0,3.84,23734.0
9780451160317,I Never Promised You a Rose Garden,,Joanne Greenberg,Mental illness,,1989.0,3.86,23725.0
9780785115311,Astonishing X-Men - Volume 1,Gifted,Joss Whedon,Comics & Graphic Novels,"Cyclops and Emma Frost want to reunite the X-Men in order to astonish the world, but as the demand for a ""mutant cure"" escalates, they find some unexpected allies and adversaries.",2004.0,4.17,23613.0
9780312194390,The Autobiography of Henry VIII,"With Notes by His Fool, Will Somers: A Novel",Margaret George,Fiction,,1998.0,4.25,23573.0
9780099267546,Timequake,,Kurt Vonnegut,Fiction,,1998.0,3.72,23529.0
9780312243357,We Wish to Inform You That Tomorrow We Will Be Killed with Our Families,Stories From Rwanda,Philip Gourevitch,History,,1999.0,4.25,23498.0
9780872204201,Discourse on Method ; and,Meditations on First Philosophy,René Descartes,Philosophy,,1998.0,3.7,23456.0
9780743271325,Brokeback Mountain,Now a Major Motion Picture,Annie Proulx,Fiction,,2005.0,3.94,23424.0
9780140238280,The Tortilla Curtain,,T. Coraghessan Boyle,Fiction,,1996.0,3.65,23410.0
9780836221367,It's a Magical World,,Bill Watterson,Humor,"The final collection of comic strips from the popular syndicated series follows the adventures of Calvin and his stuffed tiger, Hobbes",1996.0,4.76,23336.0
9780152018481,How I Became a Pirate,,Melinda Long;David Shannon,Juvenile Fiction,"Jeremy Jacob joins Braid Beard and his pirate crew and finds out about pirate language, pirate manners, and other aspects of their life.",2003.0,4.08,23328.0
9780375759864,The Lost Painting,,Jonathan Harr,Art,"Recounts the search for a long-lost masterpiece by Italian Baroque master Michelangelo Caravaggio, following a young graduate student across hundreds of years and four countries to uncover the mystery of ""The Taking of Christ.""",2006.0,3.72,23275.0
9780007120987,The Mirror Crack'd from Side to Side,,Agatha Christie,"Marple, Jane (Fictitious character)",But For Whom Was The Deadly Poison Really Intended? Marina S Frozen Expression Suggested She Had Witnessed Something Horrific.,2002.0,3.91,23249.0
9780802138255,Four Blondes,,Candace Bushnell,Fiction,"Four very different women endure romantic intrigues, betrayals, liaisons, and victories as they seek love amid the playgrounds of the rich and powerful.",2001.0,2.82,23143.0
9780345482402,Enchantment,,Orson Scott Card,Fiction,"Follows one man from ninth-century Russia to present-day America as he struggles to rescue a princess and her kingdom, find true love, and overcome the blackest of evil.",2005.0,3.9,23134.0
9780007120697,Hercule Poirot's Christmas,,Agatha Christie,Christmas stories,Now Hercule Poirot must put his deductive powers to the test to solve one of his most chilling cases--and to prevent a clever killer from spilling more blood.,2001.0,3.93,23113.0
9780865471184,West with the Night,,Beryl Markham,Biography & Autobiography,"Describes growing up in an Africa that no longer exists, training and breeding race horses, flying mail to Sudan, and being the first woman to fly the Atlantic, east to west",1942.0,4.19,23110.0
9780684845777,Unlimited Power,The New Science Of Personal Achievement,Tony Robbins,Self-Help,,1997.0,4.22,23058.0
9780380809066,The Great Book of Amber,"The Complete Amber Chronicles, 1-10",Roger Zelazny,Fiction,"Witness the titanic battle for supremacy waged on Earth, in the Courts of Chaos, and on a magical world of mystery, adventure, and romance.",1999.0,4.3,22974.0
9780380720866,Shadow of a Dark Queen,Book One of the Serpentwar Saga,Raymond E. Feist,Fiction,,1995.0,4.04,22935.0
9780439436564,Drowned Wednesday,,Garth Nix,Juvenile Fiction,"Wednesday has rolled around, and Arthur Penhaligon has an invitation to return to the House that he can't refuse. Drowned Wednesday has sent a ship to pick him up from the hospital ...",2006.0,3.86,22909.0
9780553286397,Dragon Wing,,Margaret Weis;Tracy Hickman,Fiction,,1990.0,3.95,22899.0
9780385722438,Ella Minnow Pea,A Novel in Letters,Mark Dunn,Fiction,Recounts what happens when the citizens of an island must rely on all their ingenuity to communicate in an increasingly limited language when the goverment progressively bans letters from the alphabet.,2001.0,3.85,22865.0
9780785263715,Searching for God Knows What,,Donald Miller,Religion,"Miller reveals how the inability to find redemption leads to chaotic relationships, self-hatred, the accumulation of meaningless material possessions, and a lack of inner peace.",2004.0,3.92,22864.0
9780140143454,Liar's Poker,Rising Through the Wreckage on Wall Street,Michael M. Lewis,Biography & Autobiography,"The author recounts his experiences on the lucrative Wall Street bond market of the 1980s, where young traders made millions quickly and easily, in a humorous account of greed and epic folly",1990.0,4.15,22710.0
9780345414007,Friday,,Robert Anson Heinlein,Fiction,"Beautiful Friday, a genetically engineered courier of the future, travels from New Zealand to Canada to beyond, as she engages in a series of daring and intriguing assignments. By the author of Starship Troopers. Reprint.",1997.0,3.83,22702.0
9780375703065,A Virtuous Woman,,Kaye Gibbons,Fiction,"In alternating chapters, two ill-matched people--Jack Ernest Stokes and his wife, Ruby Pitt Woodrow Stokes--describe their lives together and apart",1997.0,3.68,22632.0
9780060567231,Lord of Light,,Roger Zelazny,Fiction,"On a colony planet, a band of men has gained control of technology, made themselves immortal, and now rules their world as the gods of the Hindu pantheon.",2004.0,4.1,22530.0
9780399153938,Book of the Dead,,Patricia Daniels Cornwell,Fiction,Kay Scarpetta opens a private forensic pathology practice but is quickly targeted by local politics and a covert saboteur before a series of violent deaths bring her skills into high view.,2007.0,3.65,22475.0
9780767912273,To Have and to Hold,,Jane Green,Fiction,,2004.0,3.63,22462.0
9781416505495,"Have Space Suit, Will Travel",,Robert A. Heinlein,Fiction,,2005.0,3.89,22399.0
9780425206867,Shakespeare's Landlord,,Charlaine Harris,Fiction,"While trying to prove her innocence in the murder of her landlord, Lily Bard, karate student and cleaning service proprietor, finds plenty of skeletons in the closets of Shakespeare, Arkansas. Reprint.",2005.0,3.76,22369.0
9780195168952,Battle Cry of Freedom,The Civil War Era,James M. McPherson,History,,2005.0,4.34,22318.0
9780752861746,The Postman Always Rings Twice,,James M. Cain,Adultery,This collection features three classics from the master of the noir novel--each of which was made into a classic Hollywood film--along with five otherwise unavailable short stories. Ribbon marker.,2005.0,3.8,22279.0
9780425182871,Chosen Prey,,John Sandford,Fiction,,2002.0,4.24,22258.0
9780586203811,Servant of the Empire,,Raymond E. Feist;Janny Wurts,Fantasy,,1990.0,4.29,22247.0
9780140449495,The Nicomachean Ethics,,Aristotle,Philosophy,"The Ethics also discusses the nature of practical reasoning, the value and the objects of pleasure, the different forms of friendship, and the relationship between individual virtue, society and the State.",2004.0,3.93,22199.0
9780312981662,Crooked House,,Agatha Christie,Fiction,,2002.0,4.02,22176.0
9780802136688,This boy's life,,Tobias Wolff,Biography & Autobiography,"The author chronicles the tumultuous events of his early life, discussing his parents' divorce, the nomadic wanderings with his mother that followed, and the strange and eventful process of growing up.",1999.0,3.98,22157.0
9780007120819,The Big Four,,Agatha Christie,Detective and mystery stories,,2002.0,3.59,22155.0
9780751503890,The Physician,,Noah Gordon,Fiction,,2001.0,4.37,22137.0
9780060177249,The thief of always,a fable,Clive Barker,Fiction,"After a mysterious stranger promises to end his boredom with a trip to the magical Holiday House, ten-year-old Harvey learns that his fun has a high price",1992.0,4.19,22123.0
9780425213612,Wicked Ties,,Shayla Black,Fiction,,2007.0,3.96,22083.0
9780345479723,Until I Find You,,John Irving,Fiction,,2006.0,3.63,22066.0
9780060584030,Motor Mouth,,Janet Evanovich,Fiction,,2006.0,3.67,21885.0
9780374529949,Play It As It Lays,A Novel,Joan Didion,Fiction,,2005.0,3.87,21868.0
9780452281431,Beauty's Punishment,,A. N. Roquelaure;Anne Rice,Fiction,Beauty is sold into erotic slavery and forced to obey the orders of the Captain and Mistress Lockley,1984.0,3.62,21844.0
9780886773526,Magic's Pawn,,Mercedes Lackey,Fiction,,1989.0,4.21,21834.0
9780671447540,Mornings on Horseback,"The Story of an Extraordinary Family, a Vanished Way of Life and the Unique Child Who Became Theodore Roosevelt",David McCullough,Biography & Autobiography,"Examines the life of Theodore Roosevelt from age ten to twenty-seven, focusing on the influence of his family relationships and experiences on his growth to manhood",1982.0,4.12,21832.0
9781400075713,Blue Shoes and Happiness,,Alexander McCall Smith,Fiction,"Precious Ramotswe and her assistant, Grace Makutsi, investigate local advice columnist Aunty Emang, who may be linked to trouble at a local medical clinic and the cobra that somehow ended up in Precious's office.",2007.0,4.06,21814.0
9780689823824,A Child's Garden of Verses,,Robert Louis Stevenson,Juvenile Fiction,"In this collection of sixty-six poems, Stevenson recalls the joys of his childhood, from sailing boats down a river, to waiting for the lamplighter, to sailing off to foreign lands in his imagination.",1999.0,4.3,21780.0
9780060527983,Warrior of the Light,A Manual,Paulo Coelho,Fiction,,2004.0,3.7,21578.0
9780670886586,Haroun and the Sea of Stories,,Salman Rushdie,Fiction,,1999.0,4.01,21536.0
9780060987466,The Long Hard Road Out of Hell,,Marilyn Manson;Neil Strauss,Biography & Autobiography,,1999.0,3.89,21524.0
9780375422713,The Good Husband of Zebra Drive,,Alexander McCall Smith,Botswana,"1 Ladies' Detective Agency and contending with an intruder in her home, Mma Ramotswe has plenty on her mind. So when her unfortunate past returns to haunt her, she is happy her husband, Mr.",2007.0,4.07,21433.0
9781579126957,The Mystery of the Blue Train,A Hercule Poirot Mystery,Agatha Christie,Fiction,"Now in a digest edition, this classic mystery finds American heiress Ruth Kettering on the luxurious Blue Train, where she's mysteriously murdered. Sleuth Hercule Poirot must now peek into Ruth's secret life.",1928.0,3.8,21431.0
9781416535201,The Guy Not Taken,Stories,Jennifer Weiner,Fiction,"From the bestselling author of ""Good in Bed"" comes a new collection of stories.",2006.0,3.48,21371.0
9780060790592,Mysteries of Pittsburgh,A Novel,Michael Chabon,Fiction,"By the Pulitzer Prize-winning author of The Amazing Adventures of Kavalier & Clay This P.S. edition features an extra 16 pages of insights into the book, including author interviews, recommended reading, and more.",2005.0,3.64,21338.0
9780140274219,Wide Sargasso Sea,,Jean Rhys,British,,1998.0,3.58,21276.0
9781551111728,Lord Jim,,Joseph Conrad,Fiction,"However, when a gang of thieves arrives on the island, the memory of his earlier disgrace comes again to the fore, and his relationship with the people of the island is jeopardized.",2000.0,3.62,21233.0
9780553587081,Haunted,,Kelley Armstrong,Fiction,,2005.0,4.09,21181.0
9780439405577,Don't Know Much about American History,,Kenneth C. Davis,United States,"Presents, in question and answer format, a history of the United States from the exploration of Christopher Columbus to the terrorist attacks of September 11, 2001.",2003.0,3.9,21169.0
9780451210555,No Second Chance,,Harlan Coben,Fiction,"Shot twice by an unseen assailant, Dr. Marc Seidman lies in a hospital bed. His wife has been killed. His baby daughter has vanished. Then the ransom note arrives.",2004.0,4.07,21141.0
9780679723691,Cathedral,Stories,Raymond Carver,Fiction,"Twelve stories deal with loneliness, loss, the tragic banality of everyday life, and redemption.",1989.0,4.29,21140.0
9780007119332,Death in the Clouds,,Agatha Christie,Detective and mystery stories,,2001.0,3.8,21123.0
9780609610572,Execution,The Discipline of Getting Things Done,Larry Bossidy;Ram Charan;Charles Burck,Business & Economics,An updated edition of the best-selling reference features a new introduction on how to execute necessary business processes in light of today's challenging economic and financial environment.,2002.0,3.86,21120.0
9780099478423,The Heart of the Matter,,Graham Greene,Fiction,An assistant police commissioner in a West African coastal town lets passion overrule his honor.,2004.0,3.99,21116.0
9780385334174,Deadeye Dick,,Kurt Vonnegut,Fiction,A young boy's life is irrevocably changed when he accidently kills a pregnant woman while playing with one of his father's many rifles,1999.0,3.81,21076.0
9780842332293,Desecration,Antichrist Takes the Throne,Tim F. LaHaye;Jerry B. Jenkins,Fiction,,2002.0,4.01,21074.0
9781400079094,Operating Instructions,A Journal Of My Son's First Year,Anne Lamott,Family & Relationships,"A single mother and writer grappling alone with the problems of a newborn baby presents a vivid account of the confusion, joys, sorrows, and struggles of the first year in her son's life.",2005.0,4.19,20993.0
9781590303160,Writing Down the Bones,Freeing the Writer Within : Expanded with a New Preface and Interview with the Author,Natalie Goldberg,Self-Help,"With insight, humor, and practicality, Goldberg inspires writers and would-be writers alike to take the leap into writing creatively in this revised edition of the guide.",2006.0,4.18,20991.0
9781582406121,The Best Defense,,Robert Kirkman;Charlie Adlard;Cliff Rathburn,Comics & Graphic Novels,,2006.0,4.29,20937.0
9780571144563,Immortality,,Milan Kundera,Czech fiction,"A modern classic, ""Immortality"" is ""ingenious, witty, provocative, and formidably intelligent, both a pleasure and a challenge to the reader"" (""Washington Post Book World"").",1992.0,4.13,20908.0
9781563054426,Barnyard Dance!,,Sandra Boynton,Juvenile Fiction,A bespectacled fiddle-playing cow and a pig twirling a sheep are featured in a barnyard dance. On board pages with a die-cut cover.,1993.0,4.25,20885.0
9780060092573,The Terminal Man,,Michael Crichton,Fiction,A team of surgeons perform an operation on a violent paranoid in an attempt to electronically control his behavior.,2002.0,3.36,20825.0
9780425194522,Raise the Titanic!,,Clive Cussler,Fiction,"Titanic and thereby salvage the world's only supply of a rare metal, needed for a secret American defense system.",2004.0,3.97,20805.0
9780375701962,The Moviegoer,,Walker Percy,Fiction,Kate's desperate struggle to maintain her sanity forces her cousin Binx to relinquish his dreamworld,1998.0,3.69,20796.0
9780553383683,Gates Of Fire,An Epic Novel of the Battle of Thermopylae,Steven Pressfield,Fiction,Chronicles the battle of three hundred Spartan warriors against a huge force of Persian soldiers in 480 B.C. against the background of life in ancient Sparta and its extraordinary culture.,2005.0,4.41,20649.0
9780330418881,Every Boy's Got One,,Meg Cabot,Americans,,2005.0,3.77,20562.0
9780312265052,The Naked and the Dead,"50th Anniversary Edition, With a New Introduction by the Author",Norman Mailer,Fiction,"Portrays the contrasting personalities and nostalgic reminiscences of a group of World War II American soldiers engaged in a combat operation against the Japanese. 15,000 first printing. Reprint.",2000.0,3.94,20541.0
9780312424442,I Am Charlotte Simmons,A Novel,Tom Wolfe,Fiction,"At Dupont University, an innocent college freshman named Charlotte Simmons learns that her intellect alone will not help her survive.",2005.0,3.41,20508.0
9780064400961,Betsy-Tacy,,Maud Hart Lovelace,Juvenile Fiction,"And from the moment they meet at Betsy's fifth birthday party, Betsy and Tacy becoms such good friends that everyone starts to think of them as one person—Betsy-Tacy.",1993.0,4.07,20496.0
9780425181607,Stephen King's Danse Macabre,,Stephen King,Fiction,,2001.0,3.63,20474.0
9780451215772,The Innocent,,Harlan Coben,Fiction,"Years after being released from jail, Matt Hunter's hopes of moving on with his pregnant wife are shattered when he becomes the focus of a serial murder investigation.",2006.0,3.96,20470.0
9780393310320,Maurice,A Novel,Edward Morgan Forster,Fiction,,1993.0,4.01,20440.0
9780671004545,You Belong To Me,,Mary Higgins Clark,Fiction,,1999.0,3.86,20406.0
9780451219244,Promise Me,,Harlan Coben,Fiction,,2007.0,3.98,20365.0
9780425180969,The Bear and the Dragon,,Tom Clancy,Fiction,"president Jack Ryan puts black ops specialist John Clark on the alert, only to have things complicated by dangerous forces in China.",2001.0,3.82,20248.0
9780586203194,2061,Odyssey Three,Arthur C. Clarke,Computers,Science fiction-roman.,1997.0,3.55,20216.0
9780679744474,Written on the Body,,Jeanette Winterson,Fiction,,1994.0,4.07,20182.0
9780517543054,Be Here Now,,Ram Dass,"Body, Mind & Spirit",,2010.0,4.29,20105.0
9780375724503,Ghostwritten,A Novel,David Mitchell,Fiction,The lives of nine total strangers from nine different countries become intertwined in a strange series of circumstances.,2001.0,4.06,20093.0
9780312424671,Small Island,A Novel,Andrea Levy,Fiction,"At the end of World War II the Joseph family arrives in London from Jamaica and Queenie, their white landlady, befriends them, until her racist husband, Bernard, arrives home from the front.",2004.0,3.93,20087.0
9780060894085,Genome,The Autobiography of a Species in 23 Chapters,Matt Ridley,Science,,2006.0,4.03,20077.0
9780836217353,The Days Are Just Packed,,Bill Watterson,Humor,,1993.0,4.69,20021.0
9780060521226,The Whipping Boy,,Sid Fleischman,Juvenile Fiction,"As the whipping boy, he bears the punishment when Prince Brat misbehaves, for it is forbidden to spank, thrash, or whack the heir to the throne.",2003.0,3.56,19910.0
9780393318685,Filth,A Novel,Irvine Welsh,Fiction,Tells the story of a detective who sees in a racially motivated murder case the chance to win a promotion,1998.0,3.74,19875.0
9780375760136,Daniel Deronda,,George Eliot,Fiction,,1876.0,3.83,19852.0
9781930900240,The Brothers Lionheart,,Astrid Lindgren;Ilon Wikland;Jill Morgan,Juvenile Fiction,"Two brothers share many adventures after their death when they are reunited in Nangiyala, the land from which sagas come.",2004.0,4.36,19745.0
9780886776060,To Green Angel Tower,,Tad Williams,Fiction,,1994.0,4.2,19667.0
9780310263456,Velvet Elvis,Repainting the Christian Faith,Rob Bell,Religion,,2005.0,3.78,19646.0
9780805210552,The Complete Stories,,Franz Kafka,Fiction,"Collects the entire body of Kafka's short stories and parables, reflecting his concern for modern man's search for identity, place, and purpose",1995.0,4.35,19625.0
9780440220459,Drop Shot,,Harlan Coben,Fiction,,1996.0,3.93,19585.0
9780375727139,The Dive from Clausen's Pier,,Ann Packer,Fiction,,2003.0,3.42,19450.0
9780836218527,The Calvin and Hobbes Lazy Sunday Book,,Bill Watterson,Humor,"In The Calvin and Hobbes Lazy Sunday Book their friendship endures in a full-color collection of Sunday cartoons and original art done for the book, all fit for a lazy Sunday afternoon.",1989.0,4.67,19364.0
9780399146268,Three Complete Novels,,Dean Ray Koontz,Fiction,"Includes three novels by the horror writer that explore themes of death, memory, and psychic phenomena.",2000.0,4.17,19345.0
9780140236231,Regeneration,,Pat Barker,Fiction,"The first volume of the REGENERATION trilogy which centres around an actual encounter between army psychologist W.H.R.Rivers and the novelist Siegfried Sassoon, at Craiglockhart Hospital, during the First World War.",1997.0,4.03,19320.0
9780142437889,Aleph and other stories,,Jorge Luis Borges;Andrew Hurley,Fiction,,2000.0,4.38,19310.0
9780060554736,The Game,Penetrating the Secret Society of Pickup Artists,Neil Strauss,Biography & Autobiography,The result is one of the most explosive and controversial books of the year -- guaranteed to change the lives of men and transform the way women understand the opposite sex forever.,2005.0,3.74,19305.0
9780425099339,Shattered,,Dean Ray Koontz,Fiction,"As Alex and Colin speed toward their new home in San Francisco where Courtney awaits them, they are pursued by a madman who is also eager to see Courtney.",1985.0,3.9,19255.0
9780871401526,"Complete Poems, 1904-1962",,Edward Estlin Cummings,Poetry,A collection of the modern poet's work shows his use of satire and sentiment in unconventional verse styles,1994.0,4.35,19244.0
9780156949606,The Waves,,Virginia Woolf,Experimental fiction,"Against the background of the sea, the author presents a group of characters from childhood to old age who speak in soliloquy, and we see them as they appear to themselves and to each other.",1959.0,4.14,19210.0
9780375727276,Lunar Park,,Bret Easton Ellis,Fiction,,2006.0,3.62,19185.0
9780060880125,How to Be Popular,,Meg Cabot,Juvenile Fiction,"Sixteen-year-old Steph Landry finds an old book on how to be popular and decides to change her social status by following its advice, much to the bafflement of her two best friends.",2006.0,3.54,19183.0
9780439700887,Lady Friday,,Garth Nix,Juvenile Fiction,Young Arthur Penhaligon must weigh an offer from Lady Friday that is either a cunning trap for the Rightful Heir or a golden opportunity that he must seize.,2007.0,3.92,19083.0
9780380794874,What Looks Like Crazy On an Ordinary Day,,Pearl Cleage,Fiction,,1998.0,3.72,18983.0
9780886774004,Arrow's Fall,,Mercedes Lackey,Fiction,"Talia, Herald to the Queen of Valdemar, travels to a neighboring realm to investigate a prince's proposal to marry the Queen's heir, but discovers an evil plot to destroy Valdemar",1988.0,4.19,18945.0
9780552152167,Not Without My Daughter,,Betty Mahmoody;William Hoffer,Americans,"""An Iranian doctor living in America with his American wife Betty and their child Mahtob wants to see his homeland again.",2004.0,4.08,18937.0
9780618391004,The Lord of the Rings,Weapons and Warfare,Chris Smith,Literary Criticism,"Describes in detail, with over one thousand photographs, the battles, armies, and armor used in the War of the Ring based on J.R.R.",2003.0,4.53,18934.0
9780553588118,Prince of the Blood,,Raymond E. Feist,Fiction,"Percy has had a small rivalary with Harold, however, they are always willing to help each other when in trouble. Percy is incredibly accident-prone, and holds the dubious record of the most accidents.",2005.0,3.97,18852.0
9780316769488,The Catcher in the Rye,,J.D. Salinger,Fiction,,1991.0,3.8,18849.0
9780007120680,Hallowe'en Party,,Agatha Christie,"Poirot, Hercule (Fictitious character)","No one believes a little girl when she insists that she has witnessed a murder until she herself turns up drowned, and Hercule Poirot sets out to catch the killer.",2001.0,3.66,18820.0
9780767915304,The Sex Lives of Cannibals,Adrift in the Equatorial Pacific,J. Maarten Troost,Social Science,"The author discusses his two-year stay on a remote South Pacific island, a place where he anticipated a romantic paradise but instead experienced humorous misadventures and a host of environmental challenges.",2004.0,3.87,18795.0
9780060733353,The Confusion,Volume Two of The Baroque Cycle,Neal Stephenson,Fiction,,2005.0,4.25,18790.0
9781577780724,Jesus Freaks,Stories of Those who Stood for Jesus : the Ultimate Jesus Freaks,DC Talk (Musical group),Religion,Don't forget those who are suffering but imagine that you are there with them. Remember the Lord's people who are in jail and be concerned for them.,1999.0,4.2,18779.0
9780451207791,The Key to Rebecca,,Ken Follett,Fiction,,2003.0,3.88,18661.0
9780099460176,Blood Canticle,,Anne Rice,Horror tales,,2004.0,3.72,18646.0
9781594481574,Plan B,Further Thoughts on Faith,Anne Lamott,Biography & Autobiography,,2006.0,4.06,18609.0
9780618619160,The Ancestor's Tale,A Pilgrimage to the Dawn of Evolution,Richard Dawkins;Yan Wong,Science,"A renowned biologist provides a sweeping chronicle of more than four billion years of life on Earth, shedding new light on evolutionary theory and history, sexual selection, speciation, extinction, and genetics.",2005.0,4.13,18593.0
9780671774677,Best Stories,,Hugh Garner,,,1971.0,3.68,18590.0
9780743249294,Wideacre,A Novel,Philippa Gregory,Fiction,"As an eighteenth-century Englishwoman without property rights, Beatrice Lacey is destined to lose what she loves most--her family's ancestral estate of Wideacre--unless her ambitious schemes succeed. 60,000 first printing. Reprint.",2003.0,3.3,18538.0
9780312241353,And The Band Played on,"Politics, People, and the AIDS Epidemic",Randy Shilts,Health & Fitness,"An examination of the AIDS crisis exposes the federal government for its inaction, health authorities for their greed, and scientists for their desire for prestige in the face of the AIDS pandemic.",2000.0,4.39,18518.0
9781400097029,The Sea,,John Banville,Fiction,"Following the death of his wife, Max Morden retreats to the seaside town of his childhood summers, where his own life becomes inextricably entwined with the members of the vacationing Grace family.",2006.0,3.51,18513.0
9780385493628,Fermat's Enigma,The Epic Quest to Solve the World's Greatest Mathematical Problem,Simon Singh,Mathematics,"The story of Fermat's Last Theorem, devised by the seventeenth-century French mathematician Pierre de Fermat, recounts the struggles of three and a half centuries of scientists to devise a proof for it.",1997.0,4.24,18495.0
9780679723165,Lolita,,Vladimir Vladimirovich Nabokov,Fiction,A novel that studies the moral disintegration of a man whose obsessive desire to possess his step-daughter destroys the lives of those around him,1997.0,3.89,18462.0
9780684859231,To Have and Have Not,,Ernest Hemingway,Fiction,,1999.0,3.56,18450.0
9780142407578,Heat,,Mike Lupica,Juvenile Fiction,,2007.0,3.98,18422.0
9780886774264,Magic's Price,,Mercedes Lackey,Fiction,"Vanyel, the powerful Herald-Mage, stands alone in the battle against the evil forces threatening the once-peaceful kingdom of Valdemar, accompanied only by his companion, Yfandes",1990.0,4.27,18397.0
9780553584486,The Face,,Dean Ray Koontz,Fiction,,2003.0,3.7,18321.0
9780505525536,Love Bites,,Lynsay Sands,Fiction,"When a lovely night-shift nurse gets in the way of someone trying to kill a handsome vampire, he must teach her to love the night . and him. . .",2003.0,4.12,18316.0
9780340796146,Five on a Treasure Island,,Enid Blyton,Adventure stories,The first adventure for the Famous Five involves a ruined castle and buried treasure.,2001.0,4.08,18308.0
9780140447606,Democracy in America,And Two Essays on America,Alexis Tocqueville;Gerald Bevan;Isaac Kramnick,History,,2003.0,4.02,18286.0
9780886774639,By the Sword,,Mercedes Lackey,Fiction,,1991.0,4.25,18245.0
9780140367355,Five Children and it,,Edith Nesbit,Juvenile Fiction,A series of phenomenal adventures follow when young Anthea discovers a sand-fairy who can grant wishes.,1996.0,3.88,18215.0
9780425214435,Eyes of Prey,,John Sandford,Fiction,,2007.0,4.18,18139.0
9780747546245,Harry Potter and the Goblet of Fire,,J. K. Rowling,Juvenile Fiction,It is his fourth year at Hogwarts School of Witchcraft and Wizardry and there are spells to be learnt and (unluckily) Potions and Divination lessons to be attended.,2000.0,4.55,18097.0
9780140286809,Collected Fictions,,Jorge Luis Borges;Andrew Hurley,Fiction,"In honor of the centenary of the birth of Borges, this collection of his fiction has been gathered into a single volume. ""An unparalleled treasury of marvels.""--""Chicago Tribune.""",1998.0,4.58,18072.0
9780316016650,Cirque Du Freak #10: The Lake of Souls,Book 10 in the Saga of Darren Shan,Darren Shan,Young Adult Fiction,Will they survive the savage journey? And what awaits them in the murky waters of the dead? Be careful what you fish for...,2006.0,4.19,18011.0
9780679722311,Where I'm Calling from,New and Selected Stories,Raymond Carver,Fiction,"A unique collection by an extraordinary writer, this collection of Carver's best spans his literary career and includes seven new works.",1989.0,4.42,17969.0
