Title,Director,Genres,Plot,Vote Average,Vote Count,Release Date,Large Cover URL
Scarecrow,Matthew Reilly,Fiction,"When a $20,000,000 bounty is placed on his head, Scarecrow Schofield begins an international race for survival during which he unravels a vast conspiracy that reveals why he has been targeted.",3.5,6.0,2005-08-02,http://books.google.com/books/content?id=nGgCXRmWz-YC&printsec=frontcover&img=1&zoom=1&source=gbs_api
10-Lb Penalty,Dick Francis,Fiction,"At 18, easy-going Benedict Juliard and his father enter into a pact that neither of them will commit any act that could destroy the father's career. Ten years later he is targetted in a vicious attack mounted by his father's increasingly violent political enemies.",3.5,2.0,1997-09-04,http://books.google.com/books/content?id=Vp1aAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Blowout,Catherine Coulter,Fiction,The brutal murder of a supreme court justice calls Dillon and Lacey back to work.,4.5,3.0,2004,http://books.google.com/books/content?id=daL93ezQYXwC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Blowout,Catherine Coulter,Fiction,The brutal murder of a supreme court justice calls Dillon and Lacey back to work.,4.5,3.0,2004,http://books.google.com/books/content?id=daL93ezQYXwC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Edge of Danger,Jack Higgins,Fiction,A Sean Dillon thriller.,4.0,1.0,2001,http://books.google.com/books/content?id=Ti5bAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Inner Circle,Brad Meltzer,Archivists,"The darkest secret of the U.S. Presidency is about to be revealed. Beecher White, a young archivist for the US government, has always been the keeper of other people's stories, never a part of the story himself . . . Until now. While Beecher is showing Clementine Kaye, his first childhood crush, around the National Archives, they accidentally uncover a priceless artefact - a two-hundred-year-old dictionary once belonging to George Washington. Suddenly Beecher and Clementine are entangled in a web of conspiracy and murder. Beecher's race to learn the truth behind this mysterious treasure will lead to a code that conceals a disturbing secret from the nation's founding. A secret that some believe is worth killing for.",4.0,1.0,2011,http://books.google.com/books/content?id=jBrLPQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
E-Commerce Usability,David Travis,Computers,"Top performing dotcoms share a common feature. It isn't a new software plug-in or a design gadget or any other piece of technology. These sites share a passionate focus on usability. This book is written by an international usability consultant, writer and trainer who specializes in the design and evaluation of web-based and wireless applications, e-commerce sites and interactive television. The author has worked with a number of blue-chip clients that value usability, including Hewlett-Packard, Thomas Cook, Philips, the Financial Times and Motorola. This guide is designed for software developers, project managers, business analysts and user interface designers, and does not require a background in human factors or usability. E-Commerce Usability: Tools and Techniques to Perfect the On-Line Experience presents a practical, structured, customer-centered design method that encourages innovation yet helps you make sure your final design is still easy to use.",5.0,1.0,2002-12-05,http://books.google.com/books/content?id=DGPHbgVLSwUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Plug Your Book!,Steve Weber,Computers,,5.0,1.0,2007,http://books.google.com/books/content?id=a1YN6_KnswoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Fabbricante di lacrime,Erin Doom,Fiction,"Ci sono cose che bisogna proteggere. A volte da se stessi. Tra le mura del Grave, l’orfanotrofio in cui Nica è cresciuta, si raccontano da sempre storie e leggende a lume di candela. La più famosa è quella del fabbricante di lacrime, un misterioso artigiano dagli occhi chiari come il vetro, colpevole di aver forgiato tutte le paure e le angosce che abitano il cuore degli uomini. Ma a diciassette anni per Nica è giunto il momento di lasciarsi alle spalle le favole tetre dell’infanzia. Il suo sogno più grande, infatti, sta per avverarsi. I coniugi Milligan hanno avviato le pratiche per l’adozione e sono pronti a donarle la famiglia che ha sempre desiderato. Nella nuova casa, però, Nica non è da sola. Insieme a lei viene portato via dal Grave anche Rigel, un orfano inquieto e misterioso, l’ultima persona al mondo che Nica desidererebbe come fratello adottivo. Rigel è intelligente, scaltro, suona il pianoforte come un demone incantatore ed è dotato di una bellezza in grado di ammaliare, ma il suo aspetto angelico cela un’indole oscura. Anche se Nica e Rigel sono uniti da un passato comune di dolore e privazioni, la convivenza tra loro sembra impossibile. Soprattutto quando la leggenda torna a insinuarsi nelle loro vite e il fabbricante di lacrime si fa improvvisamente reale, sempre più vicino. Eppure Nica, dolce e coraggiosa, è disposta a tutto per difendere il suo sogno, perché solo se avrà il coraggio di affrontare gli incubi che la tormentano, potrà librarsi finalmente libera come la farfalla di cui porta il nome. Per la prima volta in libreria la complete edition del romanzo già vincitore ai Watty Awards. Un esordio che accarezza il cuore.",4.5,9.0,2021-05-27T00:00:00+02:00,http://books.google.com/books/content?id=_EUvEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Spring Recipes,"Daniel Rubio, Josh Long, Gary Mak, Marten Deinum",Computers,"Spring Recipes: A Problem-Solution Approach, Third Edition builds upon the best-selling success of the previous editions and focuses on the latest Spring Framework features for building enterprise Java applications. This book provides code recipes for the following, found in the latest Spring: Spring fundamentals: Spring IoC container, Spring AOP/ AspectJ, and more. Spring enterprise: Spring Java EE integration, Spring Integration, Spring Batch, Spring Remoting, messaging, transactions, and working with big data and the cloud using Hadoop and MongoDB. Spring web: Spring MVC, other dynamic scripting, integration with the popular Grails Framework (and Groovy), REST/web services, and more This book guides you step-by-step through topics using complete and real-world code examples. When you start a new project, you can consider copying the code and configuration files from this book, and then modifying them for your needs. This can save you a great deal of work over creating a project from scratch!",4.0,1.0,2014-11-14,http://books.google.com/books/content?id=NL08BQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Just One Year,Penelope Ward ,Fiction,"From New York Times bestselling author Penelope Ward, comes a new standalone novel. The beginning of my sophomore year in college was off to a rough start. On the first day of orientation, I had an altercation with an infuriating British dude in a campus bathroom. (The ladies’ room was out of order. So, I used the men’s room. Don’t judge.) I got home later that night and realized that the foreign student we were expecting to rent a room in my parents’ house was allergic to our cat. So, the spare room went to someone else: Caleb—the British guy from the men’s room. And so it began…my love-hate story with Caleb Yates. Or was it hate-love in that order? The guy knew how to push every one of my buttons. Sometimes I’d email him to express my aggravation and disdain. He’d actually rewrite my own words and send them back to me. That was the type of infuriating person Caleb was. So frustrating. And… Sometimes incredibly funny and endearingly sweet. And hot. He eventually grew on me, and Caleb soon became one of my best friends that year. Too bad he was headed back to England soon, so nothing could happen between us—for so many reasons. I definitely couldn't fall in love with him, especially since all we had was just one year.",5.0,2.0,2020-02-24,http://books.google.com/books/content?id=bkXODwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Uno di noi sta mentendo,Karen McManus,Young Adult Fiction,"Era una bugia che raccontavo perché era più facile della verità. E perché un po' ci credevo. So cosa significa raccontarsi una bugia così tante volte da farla diventare realtà. Ma la verità viene sempre fuori. Prima o poi. Cinque studenti sono costretti a trascorrere un'interminabile ora di punizione nella stessa aula. Bronwyn, occhiali e capelli raccolti da studentessa modello, non ha mai infranto le regole in vita sua e vive per essere ammessa a un'università prestigiosa e rendere fieri i suoi genitori. Nate, capelli scuri disordinati e un giubbino di pelle malandato, è in libertà vigilata per spaccio di erba e sembra a un passo dall'andare completamente alla deriva. Cooper, il ragazzo d'oro con cui tutte vorrebbero stare, è la star della scuola e sogna l'ingaggio in una grande squadra di baseball. Addy, una chioma di folti ricci biondi e un viso grazioso a forma di cuore, sta cercando di tenere insieme i pezzi della sua vita perfetta. Infine Simon, l'emarginato, lo strano, che, per prendersi la sua rivincita su chi lo ha sempre trattato male, si è inventato una app che rivela ogni settimana dettagli piccanti della vita privata degli studenti. Pur conoscendosi da anni, non possono certo definirsi amici. Qualcosa li unisce, però. Nessuno di loro è davvero e fino in fondo come appare. Ognuno di loro dietro alla facciata ""pubblica"" nasconde molto altro, un mondo di fragilità, insicurezze e paure, ma anche di segreti piccoli e grandi di cui nessuno, o quasi, è a conoscenza. Da quell'aula solo in quattro usciranno vivi. All'improvviso e senza apparente motivo, Simon cade a terra davanti ai compagni e muore. Non appena si capisce che quella che sembrava una morte dovuta a un improvviso malore in realtà è un omicidio, il mondo di Bronwyn, Nate, Cooper e Addy inizia a vacillare. E crolla definitivamente quando la polizia scopre che i protagonisti di un ultimo post mai pubblicato di Simon sono proprio loro. In men che non si dica, i quattro ragazzi da semplici testimoni diventano i principali indagati dell'omicidio... Con Uno di noi sta mentendo Karen M. McManus ci regala un piccolo miracolo, capace di restituirci alla perfezione la difficoltà di trovare un equilibrio tra il bisogno di riuscire in quello che facciamo, di avere amici, essere amati ed essere visti, e la necessità di essere noi stessi. Cioè essere felici.",4.0,1.0,2018-03-06,http://books.google.com/books/content?id=w-5LDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Quando abbiamo smesso di capire il mondo,Benjamín Labatut,Science,"C’è chi si indispettisce, come l’alchimista che all’inizio del Settecento, infierendo sulle sue cavie, crea per caso il primo colore sintetico, lo chiama «blu di Prussia» e si lascia subito alle spalle quell’incidente di percorso, rimettendosi alla ricerca dell’elisir. C’è chi si esalta, come un brillante chimico al servizio del Kaiser, Fritz Haber, quando a Ypres constata che i nemici non hanno difese contro il composto di cui ha riempito le bombole; o quando intuisce che dal cianuro di idrogeno estratto dal blu di Prussia si può ottenere un pesticida portentoso, lo Zyklon. E c’è invece chi si rende conto, come il giovane Heisenberg durante la sua tormentosa convalescenza a Helgoland, che probabilmente il traguardo è proprio questo: smettere di capire il mondo come lo si è capito fino a quel momento e avventurarsi verso una forma di comprensione assolutamente nuova. Per quanto terrore possa, a tratti, ispirare. È la via che ha preferito Benjamín Labatut in questo singolarissimo e appassionante libro, ricostruendo alcune scene che hanno deciso la nascita della scienza moderna. Ma, soprattutto, offrendoci un meraviglioso intrico di racconti, e lasciando scegliere a noi quale filo tirare, e se seguirlo fino alle estreme conseguenze.",4.0,1.0,2021-02-04T00:00:00+01:00,http://books.google.com/books/content?id=OmcYEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Sotto la stella del lupo,Rosanne Parry,Juvenile Fiction,"LA VERA STORIA DI UN LUPO E DEI SUOI 1600 KILOMETRI PER RITROVARE CASA Fulmine vive felice insieme ai suoi fratelli lupacchiotti nella tana in mezzo alle montagne, e da grande sogna di diventare un fiero capobranco come suo padre. Ma un giorno succede l’impensabile. Un gruppo di lupi nemici invade il territorio, e dopo una feroce battaglia Fulmine si ritrova solo e affranto, di fronte a una scelta difficile: rimanere in quel luogo ormai devastato, o mettersi in cammino in solitaria. Non immagina quanto sia lungo il viaggio che lo aspetta, quali pericoli e imprevisti troverà lungo la strada. Ma se riuscirà nell’impresa, non solo avrà trovato dentro di sé il coraggio di un vero capobranco, ma – cosa più importante – saprà di nuovo distinguere, tra milioni di profumi, il profumo di casa. Ispirato alla storia vera di OR-7, un lupo selvaggio che ha affrontato un’estenuante traversata di oltre 1600 chilometri nel Nordovest del Pacifico, Sotto la stella del lupo è un romanzo che parla di coraggio, di lealtà e dello straordinario spirito di adattamento di questi animali affascinanti.",5.0,1.0,2020-09-03T00:00:00+02:00,http://books.google.com/books/content?id=tijyDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Il guardiano dei mondi,Stef & Phere,Fiction,"Un nemico invisibile. Una voragine senza fondo. La nuova incredibile avventura di Stef & Phere. Dopo una notte affollata di incubi, Stef e Phere si risvegliano in una selva fitta di alberi neri, sotto la minaccia di tre spaventose creature. Mentre cercano di fuggire, giungono al limite della boscaglia. Davanti a loro si spalanca la Fossa, una profonda voragine fatta di anelli concentrici, di cui è impossibile vedere la fine. Pian piano, tra i ricordi annebbiati, nei ragazzi si fa strada un’inquietante consapevolezza. Oltre il bordo scivoloso di quel precipizio, li attende la missione più rischiosa della loro vita: calarsi nell’ignoto per raggiungere l’essere che si annida sul fondo, il Guardiano. Un nemico sfuggente e tentacolare che si diverte a rapire e imprigionare le vittime all’interno del suo folle universo, costringendole a scontrarsi con le loro paure. Per i protagonisti incomincia un viaggio sorprendente, tra lande desertiche spazzate dal vento e boschi dalla vegetazione lussureggiante, città-labirinto e montagne gelate. Guidati dall’intuito e dai nuovi amici incontrati lungo il cammino, i ragazzi affronteranno minacce sempre più spaventose, fino alla sfida finale, la più terribile di tutte. Stef e Phere sono i protagonisti di un epico scontro tra il Bene e il Male, un’avventura ambientata in un universo infernale in cui niente è davvero come sembra",5.0,1.0,2022-02-03T00:00:00+01:00,http://books.google.com/books/content?id=zxdbEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Io e te,Niccolò Ammaniti,Fiction,Una cantina. Una bugia innocente. L'idea strampalata di una settimana bianca nelle viscere del proprio palazzo. E l'arrivo improvviso di una sconosciuta. Con una manciata di ingredienti Ammaniti costruisce un racconto di fulminea precisione sul piú semplice e imperscrutabile dei misteri: come diventare grandi.,3.5,14.0,2010-11-29,http://books.google.com/books/content?id=kKleoOcrmccC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Wonder (edizione italiana),R. J. Palacio,Juvenile Fiction,"""Wonder"" è la storia di Auggie, nato con una tremenda deformazione facciale, che, dopo anni passati protetto dalla sua famiglia per la prima volta affronta il mondo della scuola. Come sarà accettato dai compagni? Dagli insegnanti? Chi si siederà di fianco a lui nella mensa? Chi lo guarderà dritto negli occhi? E chi lo scruterà di nascosto facendo battute? Chi farà di tutto per non essere seduto vicino a lui? Chi sarà suo amico? Un protagonista sfortunato ma tenace, una famiglia meravigliosa, degli amici veri aiuteranno Augustus durante l'anno scolastico che finirà in modo trionfante per lui. Il bellissimo racconto di un bambino che trova il suo ruolo nel mondo. Il libro è diviso in otto parti, ciascuna raccontata da un personaggio e introdotta da una canzone (o da una citazione) che gli fa da sfondo e da colonna sonora, creando una polifonia di suoni, sentimenti ed emozioni.",4.5,5.0,2013-05-08,http://books.google.com/books/content?id=h9qIt5TLjtoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
La candidata perfetta,"Sarah Pekkanen, Greer Hendricks",Fiction,"«Hendricks & Pekkanen sanno giocare con l'amore per il rischio dei loro personaggi, portandoli sull'orlo del disastro e sfidandoli a saltare giù.»the New York Times Book Review «Suspense pura.»Publishers Weekly «Due autrici al massimo della loro bravura. Non indovinerete mai il finale.»People Magazine Eminente psichiatra di New York cerca donne tra i 18 e i 32 anni per uno studio su etica e morale. Compenso generoso. Anonimato garantito. Una sola richiesta: sincerità assoluta. Quando Jessica Farris, make-up artist squattrinata, accetta di partecipare a uno studio condotto da un certo dr. Shields, misterioso psichiatra della New York University, non sa bene cosa immaginarsi. Ma in fondo a lei interessa più che altro il compenso ""generoso"", e forse il brivido della novità: la sua vita è fatta di corse su e giù per Manhattan a truccare studentesse per le loro notti pazze, di tranquille serate in compagnia del suo cane e poco altro. Eppure, nel momento in cui mette piede nell'aula 214 - una stanza asettica con soltanto un computer accesso, su cui lampeggia un: Benvenuta, Soggetto 52 - qualcosa le dice che forse è stata troppo avventata. Sincerità assoluta: ne sarà capace? Ti senti in colpa se dici una bugia? Hai mai fatto molto male a qualcuno a cui tieni? Spieresti i messaggi del tuo partner? Pian piano, le domande del fantomatico dr. Shields si fanno più incalzanti, più personali, più pericolose. È come se avesse capito tutto di Jess: quello che pensa, quello che nasconde. E quando le chiederà di passare dall'aula 214 al mondo reale, per lei sarà già troppo tardi per sottrarsi al gioco. Perché Jessica Farris è la candidata perfetta per quello che il dr. Shields ha in mente. Almeno finché, ormai prigioniera di una sottile rete di lusinghe, dipendenza, e ossessione, Jess non scoprirà che la stessa sorte è toccata a qualcun'altra prima di lei Il romanzo più intrigante ed esplosivo dell'anno, numero uno assoluto delle classifiche americane, consacra la coppia Hendricks & Pekkanen nell'Olimpo delle star del thriller.",3.0,1.0,2019-04-30,http://books.google.com/books/content?id=i8uPDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Come anima mai,Rossana Soldano,Fiction,"Inghilterra, 1936. Lewis Ellsworth, figlio del Duca di Buccleuch, deve stare molto attento a tenere i suoi incontri intimi celati agli occhi degli ambienti aristocratici da cui proviene. All’inizio del suo secondo anno a Cambridge, però, scopre che il ragazzo con cui si è intrattenuto in un pub è uno studente del suo stesso college. Intelligente, affascinante ed eccentrico, William Chase entra nella sua vita come un tornado, scuotendo certezze e intenzioni. Due studenti privilegiati, colti e raffinati, ubriachi di arte e letteratura, ebbri di emozioni e ambizioni. Tuttavia, in una società in cui persino al Re non è permesso scegliere di chi innamorarsi, Lewis e William sono costretti a vivere un amore diverso, vietato e voluto, doloroso e intenso, nascosto agli occhi del mondo. Una storia fatta di coraggio e segreti, passione e contrasti, di crescita e conflitto, alla ricerca di una Wonderland nascosta dietro specchi di ipocrisia. Due vite che si incrociano e si salvano, due anime destinate a perdersi e a rincorrersi sullo sfondo dell’Europa del secolo scorso, un’Europa controversa e stuprata dalla guerra, in cui l’amore crea più scandalo dell’odio, in cui credere alle fiabe sembra quasi impossibile, ma è l’unica via d’uscita. Perché, forse, Wonderland non è un dove, ma un quando. Ci rincorrevamo come sabbia in una clessidra e niente si andava a perdere mai; pieni, davvero, solo se insieme. Solo che allora, stretta nei nostri corpi, la felicità pensavamo di poterla tenere con noi per sempre, marchiandocela addosso come l’amore sulla vita.",4.5,3.0,2019-05-09,http://books.google.com/books/content?id=ihmXDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Una persona alla volta,Gino Strada,Business & Economics,"“Sono un chirurgo. Una scelta fatta tanto tempo fa, da ragazzo. Non c’erano medici in famiglia, ma quel mestiere godeva di grande considerazione in casa mia. Fa il dutur l’è minga un laurà, diceva mia madre, l’è una missiùn. Un’esagerazione? Non so, ma il senso di quella frase me lo porto ancora dentro, forse mia madre era una inconsapevole ippocratica.” Una missione che parte da Sesto San Giovanni, la Stalingrado d’Italia con le grandi industrie, gli operai, il partito, il passato partigiano. In fondo, un buon posto per diventare grandi. A Milano, nelle aule dell’Università di Medicina e al Policlinico Strada scopre di essere un chirurgo, perché la chirurgia gli assomiglia: davanti a un problema, bisogna salvare il salvabile. Agendo subito. Una passione che l’ha portato lontanissimo. Gli ha fatto conoscere la guerra, il caos dell’umanità quando non ha più una meta. In Pakistan, in Etiopia, in Thailandia, in Afghanistan, in Perù, in Gibuti, in Somalia, in Bosnia, dedicando tutta l’esperienza in chirurgia di urgenza alla cura dei feriti. Poi nel 1994 nasce Emergency, e poco dopo arriva il primo progetto in Ruanda durante il genocidio. Emergency arriva in Iraq, in Cambogia e in Afghanistan, dove ad Anabah, nella Valle del Panshir, viene realizzato il primo Centro chirurgico per vittime di guerra. Questo libro racconta l’emozione e il dolore, la fatica e l’amore di una grande avventura di vita, che ha portato Gino Strada a conoscere i conflitti dalla parte delle vittime e che è diventata di per se stessa una provocazione. In ognuna di queste pagine risuona una domanda radicale e profondamente politica, che chiede l’abolizione della guerra e il diritto universale alla salute. Da Kabul a Hiroshima, il racconto di una missione durata tutta la vita: “Non un’autobiografia, un genere che proprio non fa per me, ma le cose più importanti che ho capito guardando il mondo dopo tutti questi anni in giro”. “Bisogna curare le vittime e rivendicare i diritti. Una persona alla volta.”",4.0,3.0,2022-03-03T00:00:00+01:00,http://books.google.com/books/content?id=LjhiEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Addio alla ragione,Paul K. Feyerabend,Philosophy,,5.0,1.0,2004,http://books.google.com/books/content?id=0yp84mmRYqgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Le sette morti di Evelyn Hardcastle,Stuart Turton,Fiction,"Gosford Park incontra Inception, Agatha Christie e Black Mirror. Un romanzo geniale. Un rompicapo impossibile da risolvere. Una trappola da cui faticherete a liberarvi. «Il debutto straordinario di Stuart Turton è qualcosa in cui il lettore non si è mai imbattuto fino ad ora». Financial Times «Complesso, affascinante e sconcertante... Un debutto straordinariamente raffinato». The Times «Questo libro mi ha fatto impazzire. È assolutamente originale e unico. Non riuscivo a togliermelo dalla testa». Sophie Hannah «Da capogiro... abbagliante come il finale di uno spettacolo di fuochi d’artificio». Guardian «Preparatevi a impazzire. Una lettura scoppiettante!» Daily Express «Le sette morti di Evelyn Hardcastle è unico nel suo genere, una lettura brillante. L’ho divorato». Ali Land «Diabolicamente intelligente. Diverso da qualsiasi cosa abbia mai letto, un trionfo assoluto». A. J. Finn «Strabiliante e con un cast di personaggi straordinariamente bizzarri, questo è un mistero da “camera chiusa” come nessun altro». Sarah Pinborough",4.5,2.0,2019-03-28T00:00:00+01:00,http://books.google.com/books/content?id=tteMDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
E poi ci sono io.,Kathleen Glasgow,Fiction,"«Tutto quello che si rompe, comprese le persone, si può aggiustare. Ecco come la penso io.» A soli diciassette anni, Charlotte Davis ha già trovato un rimedio per calmare la sofferenza che prova. Per non pensare all'amato padre che ormai non è più con lei, per non pensare alla sua migliore amica che l'ha lasciata, per non pensare a una madre che da molto tempo non la capisce, a Charlie basta avere a portata di mano un pezzo di vetro. Un coccio di bottiglia, un gesto secco, un taglio sulla pelle: e dentro si fa largo una specie di sollievo. Charlie è ricoverata in un istituto psichiatrico di St. Paul, nel Minnesota, un microcosmo abitato da altre ragazze come lei, ragazze sole, ognuna un mondo da decifrare, ognuna intrappolata in un diverso dolore. Boccioli di donne ancora troppo chiusi, duri, terrorizzati dall'aprirsi alla vita, sprovvisti di misure di difesa e dunque trascinati via dalla corrente dell'autolesionismo. Le ragazze tra di loro si prendono in giro, si raccontano, immaginano il futuro, c'è chi vorrebbe uscire di lì e chi invece vuole restare al riparo di quelle mura. Charlie, al momento delle dimissioni, non sa dove andare, dato che la madre non la vuole con sé. Sarà allora nella lontana Arizona, dove il sole è rovente e un amico l'aspetta, che potrà provare a riconquistare uno spazio di gioia e nuovi progetti. Il lavoro in una tavola calda e certi inattesi incontri sono linfa benefica, ma quel suo debole entusiasmo viene deluso in fretta: per ricominciare davvero, allora, cosa serve? E poi ci sono io è una storia viscerale, aspra e dolce come i diciassette anni di Charlie, un romanzo che parla di adolescenza con onestà, guardando dritto negli occhi di chi pensa di non farcela e crede di essere destinato a scivolare per sempre; è una storia fatta di cadute, improvvise speranze e ripartenze, che ci ricorda quello che siamo stati e quale coraggio serve per riprendere la strada.",5.0,1.0,2017-09-07,http://books.google.com/books/content?id=YOgzDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Ciò che inferno non è,Alessandro D'Avenia,Fiction,"Don Pino sorride. Un sorriso strano, quieto, come emerso dal profondo del mare quando la superficie è in tempesta. Mi ricordo ancora la prima lezione con lui. Si era presentato con una scatola di cartone. L'aveva messa al centro dell'aula e aveva chiesto cosa ci fosse dentro. Nessuno aveva azzeccato la risposta. Poi era saltato sulla scatola e l'aveva sfondata. «Non c'è niente. Ci sono io. Che sono un rompiscatole.» Ed era vero. Uno che rompe le scatole in cui ti nascondi, le scatole in cui ti ingabbiano, le scatole dei luoghi comuni, le scatole delle parole vuote, le scatole che separano un uomo da un altro uomo. Federico ha diciassette anni e il cuore pieno di domande alle quali la vita non ha ancora risposto. La scuola è finita, l'estate gli si apre davanti come la sua città abbagliante e misteriosa, Palermo. Mentre si prepara a partire per una vacanza-studio a Oxford, Federico incontra ""3P"", il prof di religione: lo chiamano così perché il suo nome è Padre Pino Puglisi, e lui non se la prende, sorride. 3P lancia al ragazzo l'invito a dargli una mano con i bambini del suo quartiere, prima della partenza. Quando Federico attraversa il passaggio a livello che separa Brancaccio dal resto della città, ancora non sa che in quel preciso istante comincia la sua nuova vita, quella vera. La sera torna a casa senza bici, con il labbro spaccato e la sensazione di avere scoperto una realtà totalmente estranea eppure che lo riguarda da vicino. È l'intrico dei vicoli controllati da uomini che portano soprannomi come il Cacciatore, 'u Turco, Madre Natura, per i quali il solo comandamento da rispettare è quello dettato da Cosa Nostra. Ma sono anche le strade abitate da Francesco, Maria, Dario, Serena, Totò e tanti altri che non rinunciano a sperare in una vita diversa, che li porti lontano quanto il pallone quando lo si calcia fortissimo nel campetto di terra battuta. Le strade dove si muove Lucia, che ha il coraggio di guardare il mondo con occhi luminosi e di non voler fuggire, perché il solo lievito per un cambiamento possibile è nascosto tra le mani di chi apre orizzonti dove il destino prevederebbe violenza e desolazione. Con l'emozione del testimone e la potenza dello scrittore, Alessandro D'Avenia narra una lunga estate in cui tutto sembra immobile eppure tutto si sta trasformando, e ridà vita a un uomo straordinario, che in queste pagine dialoga insieme a noi con la sua voce pacata e mai arresa, con quel sorriso che non si spense nemmeno di fronte al suo assassino, con il coraggio di chi nell'atto stesso di morire insegna come vivere a noi che restiamo. Un uomo semplice ma capace di generare la sola epica possibile oggi: quella quotidiana, conquistata passo dopo passo sul confine tra luce e lutto, parola e silenzio. Unendo il respiro antico di una narrazione corale e l'intensità di un'invocazione, questo romanzo ci parla di noi, della possibilità - se torniamo a guardare la vita con gli occhi dei bambini che tutti siamo stati - di riconoscere anche in mezzo alla polvere ciò che inferno non è.",4.0,1.0,2014-10-28,http://books.google.com/books/content?id=NZisBAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Schegge di me,Tahereh Mafi,Fiction,"264 giorni chiusa in una cella, senza contatti con il mondo, perché Juliette ha un potere terribile: se tocca una persona può ucciderla. A tenerla prigioniera è la Restaurazione, un gruppo militare che intende usarla come arma. Scappare è impensabile, finché nella cella di Juliette entra Adam, un soldato semplice che scopre di essere immune al suo tocco. Il loro incontro è la scintilla che accende una speranza, la chiave che potrebbe aprire mille porte. Perché la vita li chiama, oltre i muri della prigione.",4.5,3.0,2012-05-02,http://books.google.com/books/content?id=5hJzxtj3xBIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Harry Potter e la Pietra Filosofale,J.K. Rowling,Juvenile Fiction,"Harry Potter è un ragazzo normale, o quantomeno è convinto di esserlo, anche se a volte provoca strani fenomeni, come farsi ricrescere i capelli inesorabilmente tagliati dai perfidi zii. Vive con loro al numero 4 di Privet Drive: una strada di periferia come tante, dove non succede mai nulla fuori dall’ordinario. Finché un giorno, poco prima del suo undicesimo compleanno, riceve una misteriosa lettera che gli rivela la sua vera natura: Harry è un mago e la Scuola di Magia e Stregoneria di Hogwarts è pronta ad accoglierlo...",4.5,61.0,2015-12-08,http://books.google.com/books/content?id=9CJWTbd-RYoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Succede sempre qualcosa di meraviglioso,Gianluca Gotto,Self-Help,"Succede sempre qualcosa di meraviglioso è il racconto di un viaggio che ha come protagonista Davide, un ragazzo che vede tutte le sue certezze crollare una dopo l'altra, fino a perdere il desiderio di vivere. E Guilly, un personaggio fuori dal tempo che Davide, per caso o per destino, incontra in Vietnam e da cui apprende un modo alternativo e pieno di luce di prendere la vita. Una storia di rinascita in cui perdersi per ritrovarsi, che Gianluca Gotto racconta portando il tema della ricerca della felicità - già affrontato nell'autobiografia Le coordinate della felicità - su un piano universale: la destinazione finale di questo viaggio non è conquistare un certo tipo di vita, ma uno stato d'animo. Una sensazione di calore che è sempre dentro di noi, indipendentemente da quello che il destino ci ha riservato. Potremmo chiamarla in tanti modi: serenità, pace interiore, leggerezza, calma. Oppure, come direbbe Guilly, ""la sensazione di essere a casa, sempre"".",5.0,1.0,2021-02-16,http://books.google.com/books/content?id=1HcZEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
