Title,Author,Genres,Plot,Vote Average,Vote Count,Release Date,Large Cover URL
Frog and Toad Are Friends,Arnold Lobel,,"Frog and Toad Are Friends is an American children's picture book, written and illustrated by Arnold Lobel and published by Harper & Row in 1970. It inaugurated the Frog and Toad series, whose four books completed by Lobel comprise five easy-to-read short stories each. It was a Caldecott Honor Book, or runner-up for the American Library Association Caldecott Medal, which recognizes the year's best illustration in an American children's picture book.


----------
Also contained in:
[Adventures of Frog and Toad](https://openlibrary.org/works/OL15428561W)
[The Frog and Toad Treasury](https://openlibrary.org/works/OL1973505W)",3.6,45,1920,http://covers.openlibrary.org/b/id/11303047-L.jpg
Artemis Fowl and the Eternity Code,Eoin Colfer,,"After Artemis uses stolen fairy technology to create a powerful microcomputer and it is snatched by a dangerous American businessman, Artemis, Juliet, Mulch, and the fairies join forces to try to retrieve it.",3.7,31,2003,http://covers.openlibrary.org/b/id/12636263-L.jpg
Freakonomics,"Steven D. Levitt, Stephen J. Dubner, Andrea Montero Cusset",,"*A Rogue Economist Explores the Hidden Side of Everything*

Which is more dangerous, a gun or a swimming pool? What do schoolteachers and sumo wrestlers have in common? Why do drug dealers still live with their moms? How much do parents really matter? How did the legalization of abortion affect the rate of violent crime?

These may not sound like typical questions for an economist to ask. But Steven D. Levitt is not a typical economist. He is a much-heralded scholar who studies the riddles of everyday life—from cheating and crime to sports and child-rearing—and whose conclusions turn the conventional wisdom on its head.

Freakonomics is a ground-breaking collaboration between Levitt and Stephen J. Dubner, an award-winning author and journalist. They usually begin with a mountain of data and a simple, unasked question. Some of these questions concern life-and-death issues; others have an admittedly freakish quality. Thus the new field of study contained in this book: Freakonomics.

Through forceful storytelling and wry insight, Levitt and Dubner show that economics is, at root, the study of incentives—how people get what they want, or need, especially when other people want or need the same thing. In Freakonomics, they explore the hidden side of … well, everything. The inner workings of a crack gang. The truth about real-estate agents. The myths of campaign finance. The telltale marks of a cheating schoolteacher. The secrets of the Ku Klux Klan.

What unites all these stories is a belief that the modern world, despite a great deal of complexity and downright deceit, is not impenetrable, is not unknowable, and—if the right questions are asked—is even more intriguing than we think. All it takes is a new way of looking at things.

Freakonomics establishes this unconventional premise: If morality represents how we would like the world to work, then economics represents how it actually does work. It is true that readers of this book will be armed with enough riddles and stories to last a thousand cocktail parties. ButFreakonomics can provide more than that. It will literally redefine the way we view the modern world.

First published in the U.S. in 2005, Freakonomics went on to sell more than 4 million copies around the world, in 35 languages. It also inspired a follow-up book, SuperFreakonomics; a high-profile documentary film; a radio program, and an award-winning blog, which has been called “the most readable economics blog in the universe.”

([source][1])


  [1]: http://freakonomics.com/books/",3.3,67,2005,http://covers.openlibrary.org/b/id/11172914-L.jpg
Eragon,Christopher Paolini,,"One boy...
One dragon...
A world of adventure.

When Eragon finds a polished blue stone in the forest, he thinks it is the lucky discovery of a poor farm boy; perhaps it will buy his family meat for the winter. But when the stone brings a dragon hatchling, Eragon soon realizes he has stumbled upon a legacy nearly as old as the Empire itself.

Overnight his simple life is shattered, and he is thrust into a perilous new world of destiny, magic, and power. With only an ancient sword and the advice of an old storyteller for guidance, Eragon and the fledgling dragon must navigate the dangerous terrain and dark enemies of an Empire ruled by a king whose evil knows no bounds.

Can Eragon take up the mantle of the legendary Dragon Riders? The fate of the Empire may rest in his hands.",4.2,85,1998,http://covers.openlibrary.org/b/id/13921600-L.jpg
Der Vorleser,Bernhard Schlink,,"Sie ist reizbar, rätselhaft und viel älter als er … und sie wird seine erste Leidenschaft. Sie hütet verzweifelt ein Geheimnis. Eines Tages ist sie spurlos verschwunden. Erst Jahre später sieht er sie wieder. Die fast kriminalistische Erforschung einer sonderbaren Liebe und bedrängenden Vergangenheit.

Auf dem Nachhauseweg gerät der fünfzehnjährige Michael Berg in eine heikle Situation. Eine Frau, Mitte dreißig, kümmert sich um ihn. Später kommt der Junge mit einem Blumenstrauß, um sich zu bedanken. Und er kommt wieder. Hanna ist die erste Frau, die er begehrt. Eine heimliche Liebe beginnt. Doch es ist etwas Düsteres, Reizbares um Hanna. Seine Fragen, wer sie war und ist, weist sie schroff zurück. Eines Tages ist sie verschwunden. Aus Michaels Leben, nicht aus seinem Gedächtnis. Als Jurastudent sieht er Hanna im Gerichtssaal wieder. Der junge Mann erleidet einen Schock. Er hat eine Verbrecherin geliebt. Vieles an Hannas Verhalten im Prozess ergibt keinen Reim. Bis es ihm wie Schuppen von den Augen fällt: Sie hat nicht nur eine grauenhafte Tat zu verantworten, sie hat auch ihr verzweifelt gehütetes Geheimnis. Die Vergangenheit bricht auf – die seiner Liebe und die deutsche Vergangenheit. Michael muss erleben, dass er von beiden Vergangenheiten nicht loskommt. Eine Frauengestalt, mit der man auch als Leser nicht einfach fertig wird. Und das Dilemma einer Generation.",3.0,107,1995,http://covers.openlibrary.org/b/id/998445-L.jpg
Long Walk to Freedom,"Nelson Mandela, Chris Van Wyk, Paddy Bouma",,"The riveting memoirs of the outstanding moral and political leader of our time, Long Walk to Freedom brilliantly recreates the drama of the experiences that helped shape Nelson Mandela's destiny. Emotive, compelling and uplifting, Long Walk to Freedom is the exhilarating story of an epic life; a story of hardship, resilience and ultimate triumph told with the clarity and eloquence of a born leader.",2.6,37,1994,http://covers.openlibrary.org/b/id/12702407-L.jpg
Cell,Stephen King,,Cell is a 2006 apocalyptic horror novel by American author Stephen King. The story follows a New England artist struggling to reunite with his young son after a mysterious signal broadcast over the global cell phone network turns the majority of his fellow humans into mindless vicious animals.,3.9,1,2006,http://covers.openlibrary.org/b/id/14654054-L.jpg
Stardust,Neil Gaiman,,"E-book extra: Neil Gaiman's ""Writing and the Imagination.""In the tranquil fields and meadows of long-ago England, there is a small hamlet that has stood on a jut of granite for 600 years. Just to the east stands a high stone wall, for which the village is named. Here, in the hamlet of Wall, young Tristran Thorn has lost his heart to the hauntingly beautiful Victoria Forester. And here, one crisp October eve, Tristran makes his love a promise -- an impetuous vow that will send him through the only breach in the wall, across the pasture ... and into the most exhilarating adventure of his life.",4.2,5,1997,http://covers.openlibrary.org/b/id/8216379-L.jpg
Song of Solomon,Toni Morrison,,"Milkman Dead was born shortly after a neighborhood eccentric hurled himself off a rooftop in a vain attempt at flight. For the rest of his life he, too, will be trying to fly. With this brilliantly imagined novel, Toni Morrison transfigures the coming-of-age story as audaciously as Saul Bellow or Gabriel García Márquez. As she follows Milkman from his rustbelt city to the place of his family’s origins, Morrison introduces an entire cast of strivers and seeresses, liars and assassins, the inhabitants of a fully realized black world.",2.8,10,1634,http://covers.openlibrary.org/b/id/9317262-L.jpg
A Clash of Kings,"George R. R. Martin, George RR Martin",,"A comet the color of blood and flame cuts across the sky. Two great leaders—Lord Eddard Stark and Robert Baratheon—who hold sway over an age of enforced peace are dead, victims of royal treachery. Now, from the ancient citadel of Dragonstone to the forbidding shores of Winterfell, chaos reigns. Six factions struggle for control of a divided land and the Iron Throne of the Seven Kingdoms, preparing to stake their claims through tempest, turmoil, and war.

It is a tale in which brother plots against brother and the dead rise to walk in the night. Here a princess masquerades as an orphan boy; a knight of the mind prepares a poison for a treacherous sorceress; and wild men descend from the Mountains of the Moon to ravage the countryside. Against a backdrop of incest and fratricide, alchemy and murder, victory may go to the men and women possessed of the coldest steel...and the coldest hearts. For when kings clash, the whole land trembles.",3.8,30,1998,http://covers.openlibrary.org/b/id/4853-L.jpg
The Children of Húrin,J.R.R. Tolkien,,"The ‘Great Tale’ of The Children of Húrin, set during the legendary time before The Lord of the Rings. Morgoth, the first Dark Lord, dwells in the vast fortress of Angband in the North; and within the shadow of the fear of Angband, and the war waged by Morgoth against the Elves, the fates of Turin and his sister Nienor will be tragically entwined. Their brief and passionate lives are dominated by the elemental hatred that Morgoth bears them as the children of Hurin, the man who dared to defy him to his face. Against them Morgoth sends his most formidable servant, Glaurung, a powerful spirit in the form of a huge wingless dragon of fire. Sardonic and mocking, Glaurung manipulates the fates of Turin and Nienor by lies of diabolic cunning and guile, in an attempt to fulfil the curse of Morgoth.",3.9,80,2001,http://covers.openlibrary.org/b/id/8220298-L.jpg
The Circle,Dave Eggers,,The Circle is a 2013 dystopian novel written by American author Dave Eggers. The novel chronicles tech worker Mae Holland as she joins a powerful Internet company. Her initially rewarding experience turns darker.,3.6,31,2013,http://covers.openlibrary.org/b/id/8334682-L.jpg
Men at Arms,Terry Pratchett,,"""Unadulterated fun."" —San Francisco Chronicle

""Pratchett has now moved beyond the limits of humorous fantasy, and should be recognized as one of the more significant contemporary English-language satirists."" —Publishers Weekly

The fifteenth novel in the Discworld series from acclaimed New York Times bestselling author Sir Terry Pratchett, featuring a lycanthropic recruit and a sword in a stone!

Corporal Carrot has been promoted! He’s now in charge of the new recruits guarding Ankh-Morpork, Discworld’s greatest city, from Barbarian Tribes, Miscellaneous Marauders, unlicensed Thieves, and such. It’s a big job, particularly for an adopted dwarf. But an even bigger job awaits. An ancient document has just revealed that Ankh-Morpork, ruled for decades by Disorganized crime, has a secret sovereign! And his name is Carrot . . .

And so begins the most awesome epic encounter of all time, or at least all afternoon, in which the fate of a city—indeed of the universe itself!—depends on a young man’s courage, an ancient sword’s magic, and a three-legged poodle’s bladder.",3.6,32,1993,http://covers.openlibrary.org/b/id/14648019-L.jpg
The Bluest Eye,Toni Morrison,,"Each night Pecola prayed for blue eyes.

In her eleven years, no one had ever noticed Pecola. But with blue eyes, she thought, everything would be different. She would be so pretty that her parents would stop fighting. Her father would stop drinking. Her brother would stop running away. If only she could be beautiful. If only people would look at her.

When someone finally did, it was her father, drunk. He raped her. Soon she would bear his child...",3.2,38,1970,http://covers.openlibrary.org/b/id/9255403-L.jpg
Cabin Fever,Jeff Kinney,,"Greg Heffley is in big trouble. School property has been damaged, and Greg is the prime suspect. But the crazy thing is, he’s innocent. Or at least sort of.

The authorities are closing in, but when a surprise blizzard hits, the Heffley family is trapped indoors. Greg knows that when the snow melts he’s going to have to face the music, but could any punishment be worse than being stuck inside with your family for the holidays?",3.4,9,2007,http://covers.openlibrary.org/b/id/7247522-L.jpg
The Running Man,Stephen King,,"The Running Man is a dystopian thriller novel by American writer Stephen King, first published under the pseudonym Richard Bachman in 1982 as a paperback original. It was collected in 1985 in the omnibus The Bachman Books. The novel is set in a dystopian United States during the year 2025, in which the nation's economy is in ruins and world violence is rising.

The story follows protagonist Ben Richards as he participates in the reality show The Running Man in which contestants, allowed to go anywhere in the world, are chased by the general public, who get a huge bounty if they kill him.

The book has a total of 101 chapters, laid out in a ""countdown"" format. The first is titled ""Minus 100 and Counting ..."" with the numbers decreasing, ending with the last chapter called ""Minus 000 and Counting"" (or, in some versions, simply ""000"").


----------
Also contained in:

 - [The Bachman Books][2]
 - [The Bachman Books](https://openlibrary.org/works/OL24796729W)



  [1]: https://stephenking.com/library/bachman_novel/running_man_the.html
  [2]: https://openlibrary.org/works/OL81591W/The_Bachman_Books_(Rage_The_Long_Walk_Roadwork_The_Running_Man)",2.8,7,1982,http://covers.openlibrary.org/b/id/14651762-L.jpg
Americanah,Chimamanda Ngozi Adichie,,"Americanah is a 2013 novel by the Nigerian author Chimamanda Ngozi Adichie, for which Adichie won the 2013 U.S. National Book Critics Circle Award for fiction. Americanah tells the story of a young Nigerian woman, Ifemelu, who immigrates to the United States to attend university. The novel traces Ifemelu's life in both countries, threaded by her love story with high school classmate Obinze.",4.3,23,1969,http://covers.openlibrary.org/b/id/8474037-L.jpg
The No. 1 Ladies' Detective Agency,Alexander McCall Smith,,"This first novel in Alexander McCall Smith's widely acclaimed The No. 1 Ladies Detective Agency series tells the story of the delightfully cunning and enormously engaging Precious Ramotswe, who is drawn to her profession to ""help people with problems in their lives.""  Immediately upon setting up shop in a small storefront in Gaborone, she is hired to track down a missing husband, uncover a con man, and follow a wayward daughter.  But the case that tugs at her heart, and lands her in danger, is a missing eleven-year-old boy, who may have been snatched by witchdoctors.The No. 1 Ladies' Detective Agency received two Booker Judges' Special Recommendations and was voted one of the International Books of the Year and the Millennium by the Times Literary Supplement.From the Trade Paperback edition.",3.8,12,1997,http://covers.openlibrary.org/b/id/213299-L.jpg
The Man Who Mistook His Wife for a Hat and Other Clinical Tales,Oliver Sacks,,"In his most extraordinary book, “one of the great clinical writers of the twentieth century” (The New York Times) recounts the case histories of patients lost in the bizarre, apparently inescapable world of neurological disorders.

Oliver Sacks’s The Man Who Mistook His Wife for a Hat tells the stories of individuals afflicted with fantastic perceptual and intellectual aberrations: patients who have lost their memories and with them the greater part of their pasts; who are no longer able to recognize people and common objects; who are stricken with violent tics and grimaces or who shout involuntary obscenities; whose limbs have become alien; who have been dismissed as retarded yet are gifted with uncanny artistic or mathematical talents. 

If inconceivably strange, these brilliant tales remain, in Dr. Sacks’s splendid and sympathetic telling, deeply human. They are studies of life struggling against incredible adversity, and they enable us to enter the world of the neurologically impaired, to imagine with our hearts what it must be to live and feel as they do. A great healer, Sacks never loses sight of medicine’s ultimate responsibility: “the suffering, afflicted, fighting human subject.”",3.5,51,1980,http://covers.openlibrary.org/b/id/6986188-L.jpg
The Moon is Down,John Steinbeck,,"Also contained in:

 - [The Grapes of Wrath / The Moon is Down / Cannery Row / East of Eden / Of Mice and Men][1]


  [1]: https://openlibrary.org/works/OL23165W/The_Grapes_of_Wrath_The_Moon_is_Down_Cannery_Row_East_of_Eden_Of_Mice_and_Men",3.6,103,1942,http://covers.openlibrary.org/b/id/8239628-L.jpg
Educated,Tara Westover,,"*Educated* is a 2018 memoir by the American author Tara Westover. Westover recounts overcoming her survivalist Mormon family in order to go to college, and emphasizes the importance of education in enlarging her world. She details her journey from her isolated life in the mountains of Idaho to completing a PhD program in history at Cambridge University. She started college at the age of 17 having had no formal education. She explores her struggle to reconcile her desire to learn with the world she inhabited with her father.


----------


«Podéis llamarlo transformación. Metamorfosis. Falsedad. Traición. Yo lo llamo una educación.» Uno de los libros más importantes del año según The New York Times, que ya ha cautivado a más de medio millón de lectores. Nacida en las montañas de Idaho, Tara Westover ha crecido en armonía con una naturaleza grandiosa y doblegada a las leyes que establece su padre, un mormón fundamentalista convencido de que el final del mundo es inminente. Ni Tara ni sus hermanos van a la escuela o acuden al médico cuando enferman. Todos trabajan con el padre, y su madre es curandera y única partera de la zona. Tara tiene un talento: el canto, y una obsesión: saber. Pone por primera vez los pies en un aula a los diecisiete años: no sabe que ha habido dos guerras mundiales, pero tampoco la fecha exacta de su nacimiento (no tiene documentos). Pronto descubre que la educación es la única vía para huir de su hogar. A pesar de empezar de cero, reúne las fuerzas necesarias para preparar el examen de ingreso a la universidad, cruzar el océano y graduarse en Cambridge, aunque para ello deba romper los lazos con su familia. Westover ha escrito una historia extraordinaria -su propia historia-, una formidable epopeya, desgarradora e inspiradora, sobre la posibilidad de ver la vida a través de otros ojos, y de cambiar, que se ha convertido en un resonante éxito editorial. ** Mejor libro del año 2018 por Amazon. La crítica ha dicho...«Prodigioso libro de memorias [...] con prosa cristalina, lúcida distancia e incluso sentido del humor. [...] El dolor de esta soledad indescriptible, de la profunda herida de tener quedesgajarte de todo lo que has sido, palpita de manera estremecedora en el libro. La mayor heroicidad consiste en ser la única voz que dice basta».Rosa Montero, El País «Tara Westover ha escrito un libro único, [...] un desnudo integral, bellísimo y estremecedor. [...] Esa historia es tan grande, tan única y a la vez tan vital que se convierte en una vibrante lección de superación. Desde el aislamiento, la opresión y la ignorancia, hacia la construcción de una gran personalidad.»Berna González Harbour, El País «Westover se reconstruyó a sí misma a través de la educación, pero en su fría dulzura laten años de aislamiento salvaje que analiza con clarividencia.»Ima Sanchís, La Vanguardia «Te atrapa, te abraza, te golpea y te conmueve. Por muy distinta que sea tu vida de la de Tara, su historia nos habla a cada uno de nosotros. Es imposible salir indemne de su lectura.»Javier Ruescas «Un descarnado relato en el que muestra su metamorfosis.»Luigi Benedicto Borges, El Mundo «Una educación es aún mejor de lo que os han contado.»Bill Gates «El testimonio de quien, para contar, se deja el alma en el alambre de espino de su propia biografía.»Karina Sainz Borgo, Zenda Libros «Fascinante y desgarrador. [...] [Westover] se las ha arreglado no solo para retratar una educación de una excepcionalidad insuperable, sino también para hacer que su situación actual no parezca excepcional en absoluto.»Alec Macgillis, El Cultural de El Mundo «Testimonio desgarrador, pero sin estridencias: [...] el relato de la traumática adquisición de libertad mediante una apuesta por el conocimiento que implicó sacrificar a los suyos se ha propulsado a las listas de lo mejor del año.»CULTURAS de La Vanguardia «Un canto a la educación y el conocimiento y las posibilidades de abrir los ojos al mundo. Un texto que constituye una grata sorpresa.»Qué Leer «Ningún libro me había impactado tanto desde que hace diez o doce años quedé deslumbrado por La carretera de Cormac McCarthy.»Jaime Nubiola «La próxima vez que alguien hable de ""mormon chic"" para hablar de una blusa recatada, habría que arrojarle a la cabeza, incluso con cierta violencia, el libro de Tara Westover, para dejar de idealizar ciertos entornos.»Begoña Gómez Urzaiz, Vogue «Unas memorias que cautivan no tanto por su historia de superación heroica, que lo son, sino por la claridad con la que disecciona su propia vida.»Elena Hevia, El Periódico «Cada palabra de estas páginas es un martillazo en el clavo de una tragedia. Una versión del sueño americano, contada desde sus grietas más profundas y violentas. [...] Quien lea las páginas de Una educación asistirá a un testimonio arrancado en carne viva.»Karina Sainz Borgo, Vozpópuli «Unorthodox [...] encuentra un eco perfecto en otro relato en primera persona de una mujer que se deshizo del corsé de la religión, en este caso mormona. Una educación, de Tara Westover, es su libro.»",3.4,50,2018,http://covers.openlibrary.org/b/id/8314077-L.jpg
Feet of Clay,Terry Pratchett,,"Nineteenth in the Discworld universe and third entry of the City Watch series, this novel follows Captain Carrot, Commander Vimes, and the rest of the Night Watch as they attempt to unravel the mystery of who poisoned Lord Vetinari the Patrician.",4.3,14,1996,http://covers.openlibrary.org/b/id/14648799-L.jpg
Origin,Dan Brown,,"Robert Langdon, Harvard professor of symbology and religious iconology, arrives at the Guggenheim Museum Bilbao to attend the unveiling of a discovery that will change the face of science forever. The evening's host is his friend and former student, Edmond Kirsch, a forty-year-old tech magnate whose dazzling inventions and audacious predictions have made him a controversial figure around the world. This evening is to be no exception: he claims he will reveal an astonishing scientific breakthrough to challenge the fundamentals of human existence. But Langdon and several hundred other guests are left reeling when the meticulously orchestrated evening is blown apart before Kirsch's precious discovery can be revealed. With his life under threat, Langdon is forced into a desperate bid to escape, along with the museum's director, Ambra Vidal. Together they flee to Barcelona on a perilous quest to locate a cryptic password that will unlock Kirsch's secret. In their path lie dark forces which will do anything to stop them. To evade a tormented enemy who is one step ahead of them at every turn, Langdon and Vidal must navigate labyrinthine passageways of hidden history and ancient religion. On a trail marked only by enigmatic symbols and elusive modern art, Langdon and Vidal uncover the clues that will bring them face-to-face with a world-shaking truth that has remained buried - until now.

—Publisher's description.",3.4,31,2013,http://covers.openlibrary.org/b/id/11013590-L.jpg
Wonder,R. J. Palacio,,"Wonder is a children's novel written by R. J. Palacio,[2] published on 14 February 2012.

R. J. Palacio wrote Wonder after an incident where her son noticed a girl with a severe facial difference and started to cry. Fearing he would react badly, Palacio attempted to remove her son from the situation so as not to upset the girl and her family but ended up worsening the situation. Natalie Merchant's song of the same name made her realize that the incident could illustrate a valuable lesson. Palacio was inspired by Merchant's lyrics and she began writing. She named the book directly after the song and used the song's chorus as the prologue of the first chapter.",3.8,5,2001,http://covers.openlibrary.org/b/id/8223160-L.jpg
Bring Up the Bodies,Hilary Mantel,,"Bring Up the Bodies is a historical novel by Hilary Mantel; sequel to the award-winning [Wolf Hall;](https://openlibrary.org/works/OL464512W) and part of a trilogy charting the rise and fall of Thomas Cromwell, the powerful minister in the court of King Henry VIII. It won the 2012 Man Booker Prize and the 2012 Costa Book of the Year. The final novel in the trilogy, [The Mirror and the Light](https://openlibrary.org/works/OL20665410W), was published in March 2020.",4.0,24,2012,http://covers.openlibrary.org/b/id/10236749-L.jpg
Ready Player One,"Ernest Cline, Arnaud Regnauld, Ernest Cline",,"In the year 2044. reality is an ugly place. The only time teenage Wade Watts *really* feels alive is when he's jacked into the virtual utopia known as the OASIS. Wade's devoted his life to studying the puzzles hidden within this world's digital confines--puzzles that are based on their creator's obsession with the pop culture of decades past and that promise massive power and fortune to whoever can unlock them. 

But when Wade stumbles upon the first clue, he finds himself beset by players willing to kill to take this ultimate prize. The race is on, and if Wade's going to survive, he'll have to win--and confront the real world he's always been so desperate to escape. (Provided by publisher).",4.7,8,2008,http://covers.openlibrary.org/b/id/8737626-L.jpg
Killing floor,Lee Child,,"Ex-military policeman Jack Reacher is a drifter. He’s just passing through Margrave, Georgia, and in less than an hour, he’s arrested for murder. Not much of a welcome. All Reacher knows is that he didn’t kill anybody. At least not here. Not lately. But he doesn’t stand a chance of convincing anyone. Not in Margrave, Georgia. Not a chance in hell.",3.9,75,1997,http://covers.openlibrary.org/b/id/14425084-L.jpg
My father's dragon,Ruth Stiles Gannett,,"A young boy runs away from home to rescue an abused baby dragon held captive to serve as a free twenty-four hour, seven-days-a-week ferry for the lazy wild animals living on Wild Island.",3.4,16,1948,http://covers.openlibrary.org/b/id/255052-L.jpg
War Horse,"Michael Morpurgo, Mercè Santaularia Campillo",,"In the deadly chaos of the First World War, one horse witnesses the reality of battle from both sides of the trenches.",3.9,45,1982,http://covers.openlibrary.org/b/id/6714571-L.jpg
The Night Manager,John le Carré,,"Individual greed takes the place of old world rivalries of great nations. Inside look at the international cartel of illegal arms dealers, and drug smugglers. Lays forth an understanding of paradoxes in our unquestioning perceptions between evil and virtue! Heavy reading at best; smashing thoughts!",4.3,208,1993,http://covers.openlibrary.org/b/id/2395136-L.jpg
Män som hatar kvinnor,Stieg Larsson,,"Mikael Blomkvist, ekonomireporter, döms till fängelse för förtal av finansmannen Wennerström, och beslutar sig för att ta time out från sitt jobb på tidskriften Millennium.
I samma veva får han ett ovanligt uppdrag. Henrik Vanger, tidigare en av landets främsta industriledare, vill att Blomkvist ska skriva släkten Vangers historia. Men det visar sig snart bara vara en täckmantel för Blomkvists verkliga uppgift: att ta reda på vad som hänt Vangers unga släkting Harriet, som varit spårlöst försvunnen i snart fyrtio år. Henrik Vanger får årligen på sin födelsedag en påminnelse per post som gör att han inte kan släppa tanken på att hon fortfarande finns i livet. 

Uppdraget ser till en början hopplöst ut och han behöver hjälp med research. Han får tips om Lisbeth Salander, en ung strulig tjej, tatuerad och piercad, men också professionell hacker och med unika egenskaper som gör henne till en oslagbar researcher. 
Tillsammans är Blomkvist och Salander ett omaka par men utgör ett oslagbart team, och de kommer allt närmare lösningen på gåtan Harriet. Spänningen stiger när de börjar misstänka att en person i Henrik Vangers närmaste krets är inblandad i en rad sadistiska brott. 
Stieg Larssons kriminaldebut är av ett enastående slag. Han skriver med en stark känsla för samtiden och det är effektivt, träffsäkert och drivet. Dessutom uppvisar han en mycket stor bredd förenad med djup i sina faktakunskaper. Han besitter en fantastisk förmåga att skapa komplicerade intriger som han knyter ihop med briljans.

Det här är första boken av tre böcker om Mikael Blomkvist och Lisbeth Salander.",3.3,47,2005,http://covers.openlibrary.org/b/id/9274740-L.jpg
Wild Swans,Jung Chang,,"""Jung Chang vividly evokes China's sights, sounds, and smells to create what must be one of the grimmest, yet most perceptive accounts of growing up middle-class in the maelstrom that has swept China since the 1920s."" - Back cover.",3.6,29,1991,http://covers.openlibrary.org/b/id/6809006-L.jpg
Dreams from My Father,Barack Obama,,"Dreams from My Father is Barack Obama's remarkable memoir. The son of a black African father and a white American mother, Obama was only two years old when his father walked out on the family. Many years later, Obama receives a phone call from Nairobi: his father is dead. This sudden news inspires an emotional odyssey for Obama, determined to learn the truth of his father's life and reconcile his divided inheritance. Written at the age of thirty-three, long before Obama had thoughts of a political career, Dreams from My Father is an unforgettable read. It illuminates not only Obama's journey, but also our universal desire to understand our history, and what makes us the people we are.",3.7,29,1995,http://covers.openlibrary.org/b/id/468548-L.jpg
Allegiant,Veronica Roth,,"The faction-based society that Tris Prior once believed in is shattered -- fractured by violence and power struggles and scarred by loss and betrayal. So when offered a chance to explore the world past the limits she's known, Tris is ready. Perhaps beyond the fence, she and Tobias will find a simple new life together, free from complicated lies, tangled loyalties, and painful memories. But Tris's new reality is even more alarming than the one she left behind. Old discoveries are quickly rendered meaningless. Explosive new truths change the hearts of those she loves. And once again, Tris must battle to comprehend the complexities of human nature -- and of herself -- while facing impossible choices about courage, allegiance, sacrifice and love.",2.9,18,2001,http://covers.openlibrary.org/b/id/7276393-L.jpg
It Ends With Us,Colleen Hoover,,"Lily hasn’t always had it easy, but that’s never stopped her from working hard for the life she wants. She’s come a long way from the small town where she grew up—she graduated from college, moved to Boston, and started her own business. And when she feels a spark with a gorgeous neurosurgeon named Ryle Kincaid, everything in Lily’s life seems too good to be true.

Ryle is assertive, stubborn, maybe even a little arrogant. He’s also sensitive, brilliant, and has a total soft spot for Lily. And the way he looks in scrubs certainly doesn’t hurt. Lily can’t get him out of her head. But Ryle’s complete aversion to relationships is disturbing. Even as Lily finds herself becoming the exception to his “no dating” rule, she can’t help but wonder what made him that way in the first place.

As questions about her new relationship overwhelm her, so do thoughts of Atlas Corrigan—her first love and a link to the past she left behind. He was her kindred spirit, her protector. When Atlas suddenly reappears, everything Lily has built with Ryle is threatened.

With this bold and deeply personal novel, It Ends With Us is a heart-wrenching story and an unforgettable tale of love that comes at the ultimate price.",4.1,5,2012,http://covers.openlibrary.org/b/id/10473609-L.jpg
Lapvona,Ottessa Moshfegh,,"A fateful year in the life of a thirteen-year-old shepherd's son living in Lapvona, a fiefdom ruled by a corrupt, incompetent and feckless lord.",3.0,16,2022,http://covers.openlibrary.org/b/id/12780849-L.jpg
A Thousand Splendid Suns,Khaled Hosseini,,"After 103 weeks on the New York Times bestseller list and with four million copies of The Kite Runner shipped, Khaled Hosseini returns with a beautiful, riveting, and haunting novel that confirms his place as one of the most important literary writers today.

Propelled by the same superb instinct for storytelling that made The Kite Runner a beloved classic, A Thousand Splendid Suns is at once an incredible chronicle of thirty years of Afghan history and a deeply moving story of family, friendship, faith, and the salvation to be found in love.

Born a generation apart and with very different ideas about love and family, Mariam and Laila are two women brought jarringly together by war, by loss and by fate. As they endure the ever escalating dangers around them—in their home as well as in the streets of Kabul—they come to form a bond that makes them both sisters and mother-daughter to each other, and that will ultimately alter the course not just of their own lives but of the next generation. With heart-wrenching power and suspense, Hosseini shows how a woman's love for her family can move her to shocking and heroic acts of self-sacrifice, and that in the end it is love, or even the memory of love, that is often the key to survival.

A stunning accomplishment, A Thousand Splendid Suns is a haunting, heartbreaking, compelling story of an unforgiving time, an unlikely friendship, and an indestructible love.
([source][1])


  [1]: https://khaledhosseini.com/books/a-thousand-splendid-suns/",3.3,59,2007,http://covers.openlibrary.org/b/id/8579790-L.jpg
Gangsta Granny,"David Walliams, Tony Ross",,"Very funny, interesting and entertaining.",3.5,73,2008,http://covers.openlibrary.org/b/id/11565609-L.jpg
The Hate U Give,Angie Thomas,,"The Hate U Give is a 2017 young adult novel by Angie Thomas. It is Thomas's debut novel, expanded from a short story she wrote in college in reaction to the police shooting of Oscar Grant. The book is narrated by Starr Carter, a 16-year-old black girl from a poor neighborhood who attends an elite private school in a predominantly white, affluent part of the city. Starr becomes entangled in a national news story after she witnesses a white police officer shoot and kill her childhood friend, Khalil. She speaks up about the shooting in increasingly public ways, and social tensions culminate in a riot after a grand jury decides not to indict the police officer for the shooting.

The Hate U Give was published on February 28, 2017, by HarperCollins imprint Balzer + Bray, which had won a bidding war for the rights to the novel. The book was a commercial success, debuting at number one on The New York Times young adult best-seller list, where it remained for 50 weeks. It won several awards and received critical praise for Thomas's writing and timely subject matter. In writing the novel, Thomas attempted to expand readers' understanding of the Black Lives Matter movement as well as difficulties faced by black Americans who employ code switching. These themes, as well as the vulgar language, attracted some controversy and caused the book to be one of the most challenged books of 2017 and 2018 according to the American Library Association.",3.9,50,2017,http://covers.openlibrary.org/b/id/11521588-L.jpg
